Id,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
360,<0,30,existing_paid,furniture/equipment,2406,<100,4<=X<7,4,female_div/dep/mar,none,4,real_estate,23,none,rent,1,skilled,1,none,yes,bad
361,0<=X<200,18,existing_paid,education,1239,no_known_savings,1<=X<4,4,male_single,none,4,no_known_property,61,none,for_free,1,skilled,1,none,yes,good
362,>=200,12,existing_paid,radio/tv,3399,no_known_savings,>=7,2,male_single,none,3,car,37,none,own,1,high_qualif/self_emp/mgmt,1,none,yes,good
363,>=200,12,delayed_previously,new_car,2247,<100,1<=X<4,2,female_div/dep/mar,none,2,car,36,stores,own,2,skilled,1,yes,yes,good
364,no_checking,6,existing_paid,furniture/equipment,1766,<100,1<=X<4,1,male_mar/wid,none,2,life_insurance,21,none,rent,1,skilled,1,none,yes,good
365,<0,18,existing_paid,furniture/equipment,2473,<100,unemployed,4,male_single,none,1,car,25,none,own,1,unemp/unskilled_non_res,1,none,yes,bad
366,no_checking,12,existing_paid,business,1542,<100,4<=X<7,2,male_single,none,4,car,36,none,own,1,skilled,1,yes,yes,good
367,no_checking,18,critical/other_existing_credit,used_car,3850,<100,4<=X<7,3,male_single,none,1,car,27,none,own,2,skilled,1,none,yes,good
368,<0,18,existing_paid,furniture/equipment,3650,<100,<1,1,female_div/dep/mar,none,4,car,22,none,rent,1,skilled,1,none,yes,good
369,<0,36,existing_paid,furniture/equipment,3446,<100,>=7,4,male_single,none,2,car,42,none,own,1,skilled,2,none,yes,bad
370,0<=X<200,18,existing_paid,furniture/equipment,3001,<100,4<=X<7,2,female_div/dep/mar,none,4,real_estate,40,none,rent,1,skilled,1,none,yes,good
371,no_checking,36,existing_paid,new_car,3079,no_known_savings,1<=X<4,4,male_single,none,4,real_estate,36,none,own,1,skilled,1,none,yes,good
372,no_checking,18,critical/other_existing_credit,radio/tv,6070,<100,>=7,3,male_single,none,4,car,33,none,own,2,skilled,1,yes,yes,good
373,no_checking,10,critical/other_existing_credit,furniture/equipment,2146,<100,<1,1,female_div/dep/mar,none,3,real_estate,23,none,rent,2,skilled,1,none,yes,good
374,no_checking,60,critical/other_existing_credit,new_car,13756,no_known_savings,>=7,2,male_single,none,4,no_known_property,63,bank,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
375,0<=X<200,60,all_paid,other,14782,100<=X<500,>=7,3,female_div/dep/mar,none,4,no_known_property,60,bank,for_free,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
376,<0,48,all_paid,business,7685,<100,4<=X<7,2,female_div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,yes,bad
377,no_checking,18,delayed_previously,radio/tv,2320,<100,unemployed,2,male_mar/wid,none,3,real_estate,34,none,own,2,skilled,1,none,yes,good
378,no_checking,7,delayed_previously,radio/tv,846,no_known_savings,>=7,3,male_single,none,4,no_known_property,36,none,for_free,1,skilled,1,none,yes,good
379,0<=X<200,36,existing_paid,new_car,14318,<100,>=7,4,male_single,none,2,no_known_property,57,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
380,no_checking,6,critical/other_existing_credit,new_car,362,100<=X<500,1<=X<4,4,female_div/dep/mar,none,4,car,52,none,own,2,unskilled_resident,1,none,yes,good
381,<0,20,existing_paid,furniture/equipment,2212,no_known_savings,4<=X<7,4,male_single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
382,0<=X<200,18,existing_paid,used_car,12976,<100,unemployed,3,female_div/dep/mar,none,4,no_known_property,38,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
383,no_checking,22,existing_paid,new_car,1283,no_known_savings,4<=X<7,4,female_div/dep/mar,none,4,life_insurance,25,none,rent,1,skilled,1,none,yes,good
384,>=200,12,existing_paid,new_car,1330,<100,<1,4,male_single,none,1,real_estate,26,none,own,1,skilled,1,none,yes,good
385,no_checking,30,delayed_previously,business,4272,100<=X<500,1<=X<4,2,male_single,none,2,life_insurance,26,none,own,2,unskilled_resident,1,none,yes,good
386,no_checking,18,critical/other_existing_credit,radio/tv,2238,<100,1<=X<4,2,female_div/dep/mar,none,1,car,25,none,own,2,skilled,1,none,yes,good
387,no_checking,18,existing_paid,radio/tv,1126,no_known_savings,<1,4,female_div/dep/mar,none,2,real_estate,21,none,rent,1,skilled,1,yes,yes,good
388,0<=X<200,18,critical/other_existing_credit,furniture/equipment,7374,<100,unemployed,4,male_single,none,4,life_insurance,40,stores,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
389,0<=X<200,15,critical/other_existing_credit,business,2326,500<=X<1000,1<=X<4,2,male_single,none,4,car,27,bank,own,1,skilled,1,none,yes,good
390,no_checking,9,existing_paid,business,1449,<100,4<=X<7,3,female_div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,yes,good
391,no_checking,18,existing_paid,new_car,1820,<100,1<=X<4,2,male_mar/wid,none,2,life_insurance,30,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
392,0<=X<200,12,existing_paid,furniture/equipment,983,>=1000,<1,1,female_div/dep/mar,none,4,real_estate,19,none,rent,1,unskilled_resident,1,none,yes,good
393,<0,36,existing_paid,new_car,3249,<100,4<=X<7,2,male_single,none,4,no_known_property,39,bank,for_free,1,high_qualif/self_emp/mgmt,2,yes,yes,good
394,<0,6,critical/other_existing_credit,radio/tv,1957,<100,4<=X<7,1,female_div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,good
395,no_checking,9,critical/other_existing_credit,furniture/equipment,2406,<100,unemployed,2,male_single,none,3,car,31,none,own,1,high_qualif/self_emp/mgmt,1,none,yes,good
396,0<=X<200,39,delayed_previously,education,11760,100<=X<500,4<=X<7,2,male_single,none,3,no_known_property,32,none,rent,1,skilled,1,yes,yes,good
397,<0,12,existing_paid,furniture/equipment,2578,<100,unemployed,3,female_div/dep/mar,none,4,no_known_property,55,none,for_free,1,high_qualif/self_emp/mgmt,1,none,yes,good
398,<0,36,critical/other_existing_credit,furniture/equipment,2348,<100,1<=X<4,3,male_mar/wid,none,2,life_insurance,46,none,own,2,skilled,1,yes,yes,good
399,0<=X<200,12,existing_paid,new_car,1223,<100,>=7,1,male_div/sep,none,1,real_estate,46,none,rent,2,skilled,1,none,yes,bad
400,no_checking,24,critical/other_existing_credit,radio/tv,1516,>=1000,1<=X<4,4,female_div/dep/mar,none,1,real_estate,43,none,own,2,unskilled_resident,1,none,yes,good
401,no_checking,18,existing_paid,radio/tv,1473,<100,<1,3,male_mar/wid,none,4,real_estate,39,none,own,1,skilled,1,yes,yes,good
402,0<=X<200,18,critical/other_existing_credit,business,1887,no_known_savings,1<=X<4,4,male_mar/wid,none,4,real_estate,28,bank,own,2,skilled,1,none,yes,good
403,no_checking,24,delayed_previously,business,8648,<100,<1,2,male_single,none,2,car,27,bank,own,2,skilled,1,yes,yes,bad
404,no_checking,14,delayed_previously,new_car,802,<100,1<=X<4,4,male_single,none,2,car,27,none,own,2,unskilled_resident,1,none,yes,good
405,0<=X<200,18,delayed_previously,new_car,2899,no_known_savings,>=7,4,male_single,none,4,car,43,none,own,1,skilled,2,none,yes,good
406,0<=X<200,24,existing_paid,radio/tv,2039,<100,<1,1,male_mar/wid,none,1,life_insurance,22,none,own,1,skilled,1,yes,yes,bad
407,no_checking,24,critical/other_existing_credit,used_car,2197,no_known_savings,4<=X<7,4,male_single,none,4,car,43,none,own,2,skilled,2,yes,yes,good
408,<0,15,existing_paid,radio/tv,1053,<100,<1,4,male_mar/wid,none,2,real_estate,27,none,own,1,skilled,1,none,no,good
409,no_checking,24,existing_paid,radio/tv,3235,500<=X<1000,>=7,3,male_div/sep,none,2,car,26,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
410,>=200,12,critical/other_existing_credit,new_car,939,500<=X<1000,4<=X<7,4,male_mar/wid,none,2,real_estate,28,none,own,3,skilled,1,yes,yes,bad
411,0<=X<200,24,existing_paid,radio/tv,1967,<100,>=7,4,female_div/dep/mar,none,4,car,20,none,own,1,skilled,1,yes,yes,good
412,no_checking,33,critical/other_existing_credit,used_car,7253,<100,4<=X<7,3,male_single,none,2,car,35,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
413,no_checking,12,critical/other_existing_credit,business,2292,<100,unemployed,4,male_single,none,2,car,42,stores,own,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
414,no_checking,10,existing_paid,new_car,1597,500<=X<1000,1<=X<4,3,male_single,none,2,no_known_property,40,none,rent,1,unskilled_resident,2,none,no,good
415,<0,24,existing_paid,new_car,1381,no_known_savings,1<=X<4,4,female_div/dep/mar,none,2,life_insurance,35,none,own,1,skilled,1,none,yes,bad
416,no_checking,36,critical/other_existing_credit,used_car,5842,<100,>=7,2,male_single,none,2,life_insurance,35,none,own,2,skilled,2,yes,yes,good
417,<0,12,existing_paid,new_car,2579,<100,<1,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,none,yes,bad
418,<0,18,delayed_previously,education,8471,no_known_savings,1<=X<4,1,female_div/dep/mar,none,2,car,23,none,rent,2,skilled,1,yes,yes,good
419,no_checking,21,existing_paid,new_car,2782,500<=X<1000,4<=X<7,1,female_div/dep/mar,none,2,car,31,bank,own,1,high_qualif/self_emp/mgmt,1,none,yes,good
420,0<=X<200,18,existing_paid,new_car,1042,no_known_savings,1<=X<4,4,female_div/dep/mar,none,2,life_insurance,33,none,own,1,skilled,1,none,yes,bad
421,no_checking,15,existing_paid,new_car,3186,>=1000,4<=X<7,2,female_div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,yes,good
422,0<=X<200,12,existing_paid,used_car,2028,no_known_savings,1<=X<4,4,male_single,none,2,car,30,none,own,1,skilled,1,none,yes,good
423,0<=X<200,12,critical/other_existing_credit,new_car,958,<100,4<=X<7,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,none,yes,good
424,no_checking,21,delayed_previously,furniture/equipment,1591,100<=X<500,4<=X<7,4,male_single,none,3,real_estate,34,none,own,2,high_qualif/self_emp/mgmt,1,none,yes,good
425,0<=X<200,12,existing_paid,furniture/equipment,2762,no_known_savings,>=7,1,female_div/dep/mar,none,2,life_insurance,25,bank,own,1,skilled,1,yes,yes,bad
426,0<=X<200,18,existing_paid,used_car,2779,<100,1<=X<4,1,male_mar/wid,none,3,car,21,none,rent,1,skilled,1,yes,yes,good
427,no_checking,28,critical/other_existing_credit,radio/tv,2743,<100,>=7,4,male_single,none,2,car,29,none,own,2,skilled,1,none,yes,good
428,no_checking,18,critical/other_existing_credit,radio/tv,1149,>=1000,1<=X<4,4,male_single,none,3,real_estate,46,none,own,2,skilled,1,none,yes,good
429,no_checking,9,existing_paid,furniture/equipment,1313,<100,>=7,1,male_single,none,4,car,20,none,own,1,skilled,1,none,yes,good
430,<0,18,critical/other_existing_credit,repairs,1190,<100,unemployed,2,female_div/dep/mar,none,4,no_known_property,55,none,for_free,3,unemp/unskilled_non_res,2,none,yes,bad
431,no_checking,5,existing_paid,business,3448,<100,4<=X<7,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,none,yes,good
432,0<=X<200,24,existing_paid,other,11328,<100,1<=X<4,2,male_single,co_applicant,3,car,29,bank,own,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
433,<0,6,critical/other_existing_credit,furniture/equipment,1872,<100,unemployed,4,male_single,none,4,no_known_property,36,none,for_free,3,high_qualif/self_emp/mgmt,1,yes,yes,good
434,no_checking,24,critical/other_existing_credit,repairs,2058,<100,1<=X<4,4,male_div/sep,none,2,real_estate,33,none,own,2,skilled,1,yes,yes,good
435,<0,9,existing_paid,furniture/equipment,2136,<100,1<=X<4,3,male_single,none,2,real_estate,25,none,own,1,skilled,1,none,yes,good
436,0<=X<200,12,existing_paid,radio/tv,1484,no_known_savings,1<=X<4,2,male_mar/wid,none,1,real_estate,25,none,own,1,skilled,1,yes,yes,bad
437,no_checking,6,existing_paid,repairs,660,500<=X<1000,4<=X<7,2,male_mar/wid,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,good
438,no_checking,24,critical/other_existing_credit,new_car,1287,>=1000,>=7,4,female_div/dep/mar,none,4,real_estate,37,none,own,2,skilled,1,yes,yes,good
439,<0,42,critical/other_existing_credit,repairs,3394,<100,unemployed,4,male_single,co_applicant,4,car,65,none,own,2,unemp/unskilled_non_res,1,none,yes,good
440,>=200,12,all_paid,business,609,<100,<1,4,female_div/dep/mar,none,1,real_estate,26,none,own,1,unemp/unskilled_non_res,1,none,yes,bad
441,no_checking,12,existing_paid,new_car,1884,<100,>=7,4,male_single,none,4,car,39,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
442,<0,12,existing_paid,furniture/equipment,1620,<100,1<=X<4,2,female_div/dep/mar,co_applicant,3,life_insurance,30,none,own,1,skilled,1,none,yes,good
443,0<=X<200,20,delayed_previously,other,2629,<100,1<=X<4,2,male_single,none,3,car,29,bank,own,2,skilled,1,yes,yes,good
444,no_checking,12,existing_paid,education,719,<100,>=7,4,male_single,none,4,car,41,bank,own,1,unskilled_resident,2,none,yes,bad
445,0<=X<200,48,critical/other_existing_credit,furniture/equipment,5096,<100,1<=X<4,2,female_div/dep/mar,none,3,car,30,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
446,no_checking,9,critical/other_existing_credit,education,1244,no_known_savings,>=7,4,female_div/dep/mar,none,4,life_insurance,41,none,rent,2,unskilled_resident,1,none,yes,good
447,<0,36,existing_paid,new_car,1842,<100,<1,4,female_div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,yes,bad
448,0<=X<200,7,existing_paid,radio/tv,2576,<100,1<=X<4,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled,1,none,yes,good
449,>=200,12,existing_paid,furniture/equipment,1424,no_known_savings,>=7,3,female_div/dep/mar,none,4,real_estate,55,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
450,0<=X<200,15,delayed_previously,repairs,1512,>=1000,1<=X<4,3,male_mar/wid,none,3,life_insurance,61,stores,own,2,skilled,1,none,yes,bad
451,no_checking,36,critical/other_existing_credit,used_car,11054,no_known_savings,1<=X<4,4,male_single,none,2,car,30,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
452,no_checking,6,existing_paid,radio/tv,518,<100,1<=X<4,3,female_div/dep/mar,none,1,real_estate,29,none,own,1,skilled,1,none,yes,good
453,no_checking,12,no_credits/all_paid,furniture/equipment,2759,<100,>=7,2,male_single,none,4,life_insurance,34,none,own,2,skilled,1,none,yes,good
454,no_checking,24,existing_paid,used_car,2670,<100,>=7,4,male_single,none,4,car,35,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
455,<0,24,existing_paid,new_car,4817,<100,4<=X<7,2,male_single,co_applicant,3,life_insurance,31,none,own,1,skilled,1,yes,yes,bad
456,no_checking,24,existing_paid,used_car,2679,<100,<1,4,female_div/dep/mar,none,1,no_known_property,29,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
457,<0,11,critical/other_existing_credit,new_car,3905,<100,1<=X<4,2,male_single,none,2,real_estate,36,none,rent,2,skilled,2,none,yes,good
458,<0,12,existing_paid,used_car,3386,<100,>=7,3,male_single,none,4,no_known_property,35,none,for_free,1,skilled,1,yes,yes,bad
459,<0,6,existing_paid,domestic_appliance,343,<100,<1,4,female_div/dep/mar,none,1,real_estate,27,none,own,1,skilled,1,none,yes,good
460,no_checking,18,existing_paid,radio/tv,4594,<100,<1,3,male_single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
461,<0,36,existing_paid,furniture/equipment,3620,<100,1<=X<4,1,male_single,guarantor,2,life_insurance,37,none,own,1,skilled,2,none,yes,good
462,<0,15,existing_paid,new_car,1721,<100,<1,2,male_single,none,3,real_estate,36,none,own,1,skilled,1,none,yes,good
463,0<=X<200,12,existing_paid,furniture/equipment,3017,<100,<1,3,female_div/dep/mar,none,1,real_estate,34,none,rent,1,high_qualif/self_emp/mgmt,1,none,yes,good
464,0<=X<200,12,existing_paid,retraining,754,no_known_savings,>=7,4,male_single,none,4,life_insurance,38,none,own,2,skilled,1,none,yes,good
465,no_checking,18,existing_paid,business,1950,<100,4<=X<7,4,male_single,none,1,car,34,stores,own,2,skilled,1,yes,yes,good
466,<0,24,existing_paid,used_car,2924,<100,1<=X<4,3,male_single,guarantor,4,no_known_property,63,bank,own,1,skilled,2,yes,yes,good
467,<0,24,delayed_previously,radio/tv,1659,<100,<1,4,female_div/dep/mar,none,2,car,29,none,rent,1,unskilled_resident,1,yes,yes,bad
468,no_checking,48,delayed_previously,radio/tv,7238,no_known_savings,>=7,3,male_single,none,3,car,32,bank,own,2,skilled,2,none,yes,good
469,no_checking,33,delayed_previously,business,2764,<100,1<=X<4,2,female_div/dep/mar,none,2,car,26,none,own,2,skilled,1,yes,yes,good
470,no_checking,24,delayed_previously,used_car,4679,<100,4<=X<7,3,male_single,none,3,car,35,none,own,2,unskilled_resident,1,yes,yes,good
471,0<=X<200,24,existing_paid,radio/tv,3092,100<=X<500,<1,3,male_mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,yes,bad
472,<0,6,existing_paid,education,448,<100,<1,4,female_div/dep/mar,none,4,life_insurance,23,none,own,1,skilled,1,none,yes,bad
473,<0,9,existing_paid,new_car,654,<100,1<=X<4,4,male_single,none,3,car,28,none,own,1,unskilled_resident,1,none,yes,bad
474,no_checking,6,existing_paid,retraining,1238,no_known_savings,unemployed,4,male_single,none,4,life_insurance,36,none,own,1,high_qualif/self_emp/mgmt,2,yes,yes,good
475,0<=X<200,18,critical/other_existing_credit,radio/tv,1245,<100,1<=X<4,4,male_mar/wid,none,2,car,33,none,own,1,skilled,1,none,yes,bad
476,<0,18,no_credits/all_paid,furniture/equipment,3114,<100,<1,1,female_div/dep/mar,none,4,life_insurance,26,none,rent,1,skilled,1,none,yes,bad
477,no_checking,39,existing_paid,used_car,2569,500<=X<1000,1<=X<4,4,male_single,none,4,car,24,none,own,1,skilled,1,none,yes,good
478,>=200,24,existing_paid,radio/tv,5152,<100,4<=X<7,4,male_single,none,2,car,25,bank,own,1,skilled,1,none,yes,good
479,0<=X<200,12,existing_paid,business,1037,100<=X<500,4<=X<7,3,male_single,none,4,real_estate,39,none,own,1,unskilled_resident,1,none,yes,good
480,<0,15,critical/other_existing_credit,furniture/equipment,1478,<100,>=7,4,male_single,none,4,car,44,none,own,2,skilled,2,yes,yes,good
481,0<=X<200,12,critical/other_existing_credit,radio/tv,3573,<100,1<=X<4,1,female_div/dep/mar,none,1,real_estate,23,none,own,1,unskilled_resident,1,none,yes,good
482,0<=X<200,24,existing_paid,new_car,1201,<100,<1,4,male_single,none,1,life_insurance,26,none,own,1,skilled,1,none,yes,good
483,<0,30,existing_paid,furniture/equipment,3622,>=1000,>=7,4,female_div/dep/mar,none,4,life_insurance,57,none,rent,2,skilled,1,yes,yes,good
484,no_checking,15,delayed_previously,furniture/equipment,960,>=1000,4<=X<7,3,female_div/dep/mar,none,2,life_insurance,30,none,own,2,skilled,1,none,yes,good
485,no_checking,12,critical/other_existing_credit,new_car,1163,500<=X<1000,1<=X<4,4,male_single,none,4,real_estate,44,none,own,1,skilled,1,yes,yes,good
486,0<=X<200,6,delayed_previously,new_car,1209,<100,unemployed,4,male_single,none,4,life_insurance,47,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
487,no_checking,12,existing_paid,radio/tv,3077,<100,1<=X<4,2,male_single,none,4,car,52,none,own,1,skilled,1,yes,yes,good
488,no_checking,24,existing_paid,new_car,3757,<100,>=7,4,female_div/dep/mar,co_applicant,4,no_known_property,62,none,for_free,1,skilled,1,yes,yes,good
489,no_checking,10,existing_paid,new_car,1418,100<=X<500,1<=X<4,3,male_single,none,2,real_estate,35,none,rent,1,unskilled_resident,1,none,no,good
490,no_checking,6,existing_paid,new_car,3518,<100,1<=X<4,2,male_single,guarantor,3,life_insurance,26,none,rent,1,skilled,1,none,yes,good
491,no_checking,12,critical/other_existing_credit,radio/tv,1934,<100,>=7,2,male_single,none,2,no_known_property,26,none,own,2,skilled,1,none,yes,good
492,0<=X<200,27,no_credits/all_paid,business,8318,<100,>=7,2,female_div/dep/mar,none,4,no_known_property,42,none,for_free,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
493,no_checking,6,critical/other_existing_credit,radio/tv,1237,100<=X<500,1<=X<4,1,female_div/dep/mar,none,1,life_insurance,27,none,own,2,skilled,1,none,yes,good
494,0<=X<200,6,existing_paid,radio/tv,368,no_known_savings,>=7,4,male_single,none,4,life_insurance,38,none,own,1,skilled,1,none,yes,good
495,<0,12,critical/other_existing_credit,new_car,2122,<100,1<=X<4,3,male_single,none,2,real_estate,39,none,rent,2,unskilled_resident,2,none,no,good
496,<0,24,existing_paid,furniture/equipment,2996,no_known_savings,1<=X<4,2,male_mar/wid,none,4,car,20,none,own,1,skilled,1,none,yes,bad
497,0<=X<200,36,existing_paid,furniture/equipment,9034,100<=X<500,<1,4,male_single,co_applicant,1,no_known_property,29,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
498,no_checking,24,critical/other_existing_credit,furniture/equipment,1585,<100,4<=X<7,4,male_single,none,3,life_insurance,40,none,own,2,skilled,1,none,yes,good
499,0<=X<200,18,existing_paid,radio/tv,1301,<100,>=7,4,male_mar/wid,guarantor,2,real_estate,32,none,own,1,unskilled_resident,1,none,yes,good
500,>=200,6,critical/other_existing_credit,new_car,1323,100<=X<500,>=7,2,male_div/sep,none,4,car,28,none,own,2,skilled,2,yes,yes,good
501,<0,24,existing_paid,new_car,3123,<100,<1,4,female_div/dep/mar,none,1,life_insurance,27,none,own,1,skilled,1,none,yes,bad
502,<0,36,existing_paid,used_car,5493,<100,>=7,2,male_single,none,4,no_known_property,42,none,for_free,1,skilled,2,none,yes,good
503,>=200,9,existing_paid,radio/tv,1126,100<=X<500,>=7,2,male_div/sep,none,4,real_estate,49,none,own,1,skilled,1,none,yes,good
504,0<=X<200,24,critical/other_existing_credit,radio/tv,1216,100<=X<500,<1,4,male_single,none,4,no_known_property,38,bank,own,2,skilled,2,none,yes,bad
505,<0,24,existing_paid,new_car,1207,<100,<1,4,female_div/dep/mar,none,4,life_insurance,24,none,rent,1,skilled,1,none,yes,bad
506,no_checking,10,existing_paid,new_car,1309,no_known_savings,1<=X<4,4,male_single,guarantor,4,life_insurance,27,none,own,1,unskilled_resident,1,none,yes,bad
507,>=200,15,critical/other_existing_credit,used_car,2360,500<=X<1000,1<=X<4,2,male_single,none,2,car,36,none,own,1,skilled,1,yes,yes,good
508,0<=X<200,15,all_paid,new_car,6850,100<=X<500,unemployed,1,male_single,none,2,life_insurance,34,none,own,1,high_qualif/self_emp/mgmt,2,yes,yes,bad
509,no_checking,24,existing_paid,radio/tv,1413,<100,1<=X<4,4,male_mar/wid,none,2,life_insurance,28,none,own,1,skilled,1,none,yes,good
510,no_checking,39,existing_paid,used_car,8588,100<=X<500,>=7,4,male_single,none,2,car,45,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
511,<0,12,existing_paid,new_car,759,<100,4<=X<7,4,male_single,none,2,real_estate,26,none,own,1,skilled,1,none,yes,bad
512,no_checking,36,existing_paid,used_car,4686,<100,1<=X<4,2,male_single,none,2,no_known_property,32,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
513,>=200,15,existing_paid,business,2687,<100,4<=X<7,2,male_single,none,4,life_insurance,26,none,rent,1,skilled,1,yes,yes,good
514,0<=X<200,12,delayed_previously,radio/tv,585,<100,1<=X<4,4,male_mar/wid,co_applicant,4,real_estate,20,none,rent,2,skilled,1,none,yes,good
515,no_checking,24,existing_paid,new_car,2255,no_known_savings,<1,4,male_single,none,1,life_insurance,54,none,own,1,skilled,1,none,yes,good
516,<0,6,critical/other_existing_credit,new_car,609,<100,4<=X<7,4,female_div/dep/mar,none,3,life_insurance,37,none,own,2,skilled,1,none,no,good
517,<0,6,critical/other_existing_credit,new_car,1361,<100,<1,2,male_single,none,4,real_estate,40,none,own,1,unskilled_resident,2,none,no,good
518,no_checking,36,critical/other_existing_credit,furniture/equipment,7127,<100,<1,2,female_div/dep/mar,none,4,life_insurance,23,none,rent,2,skilled,1,yes,yes,bad
519,<0,6,existing_paid,new_car,1203,100<=X<500,>=7,3,male_single,none,2,life_insurance,43,none,own,1,skilled,1,yes,yes,good
520,no_checking,6,critical/other_existing_credit,radio/tv,700,no_known_savings,>=7,4,male_single,none,4,no_known_property,36,none,for_free,2,skilled,1,none,yes,good
521,no_checking,24,critical/other_existing_credit,repairs,5507,<100,>=7,3,male_single,none,4,no_known_property,44,none,for_free,2,skilled,1,none,yes,good
522,<0,18,existing_paid,radio/tv,3190,<100,1<=X<4,2,female_div/dep/mar,none,2,real_estate,24,none,own,1,skilled,1,none,yes,bad
523,<0,48,no_credits/all_paid,furniture/equipment,7119,<100,1<=X<4,3,male_single,none,4,no_known_property,53,none,for_free,2,skilled,2,none,yes,bad
524,no_checking,24,existing_paid,used_car,3488,100<=X<500,4<=X<7,3,female_div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,good
525,0<=X<200,18,existing_paid,radio/tv,1113,<100,1<=X<4,4,female_div/dep/mar,guarantor,4,real_estate,26,none,own,1,unskilled_resident,2,none,yes,good
526,0<=X<200,26,existing_paid,used_car,7966,<100,<1,2,male_single,none,3,car,30,none,own,2,skilled,1,none,yes,good
527,no_checking,15,critical/other_existing_credit,education,1532,100<=X<500,1<=X<4,4,female_div/dep/mar,none,3,car,31,none,own,1,skilled,1,none,yes,good
528,no_checking,4,critical/other_existing_credit,radio/tv,1503,<100,4<=X<7,2,male_single,none,1,real_estate,42,none,own,2,unskilled_resident,2,none,yes,good
529,<0,36,existing_paid,radio/tv,2302,<100,1<=X<4,4,male_div/sep,none,4,car,31,none,rent,1,skilled,1,none,yes,bad
530,<0,6,existing_paid,new_car,662,<100,<1,3,male_single,none,4,real_estate,41,none,own,1,unskilled_resident,2,yes,yes,good
531,0<=X<200,36,existing_paid,education,2273,<100,4<=X<7,3,male_single,none,1,car,32,none,own,2,skilled,2,none,yes,good
532,0<=X<200,15,existing_paid,new_car,2631,100<=X<500,1<=X<4,2,female_div/dep/mar,none,4,car,28,none,rent,2,skilled,1,yes,yes,bad
533,no_checking,12,delayed_previously,used_car,1503,<100,1<=X<4,4,male_mar/wid,none,4,real_estate,41,none,rent,1,skilled,1,none,yes,good
534,no_checking,24,existing_paid,radio/tv,1311,100<=X<500,4<=X<7,4,male_mar/wid,none,3,life_insurance,26,none,own,1,skilled,1,yes,yes,good
535,no_checking,24,existing_paid,radio/tv,3105,no_known_savings,<1,4,male_single,none,2,car,25,none,own,2,skilled,1,none,yes,good
536,>=200,21,critical/other_existing_credit,education,2319,<100,<1,2,male_div/sep,none,1,car,33,none,rent,1,skilled,1,none,yes,bad
537,<0,6,existing_paid,new_car,1374,no_known_savings,unemployed,4,female_div/dep/mar,none,3,life_insurance,75,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
538,0<=X<200,18,critical/other_existing_credit,furniture/equipment,3612,<100,>=7,3,female_div/dep/mar,none,4,life_insurance,37,none,own,1,skilled,1,yes,yes,good
539,<0,48,existing_paid,new_car,7763,<100,>=7,4,male_single,none,4,no_known_property,42,bank,for_free,1,high_qualif/self_emp/mgmt,1,none,yes,bad
540,>=200,18,existing_paid,furniture/equipment,3049,<100,<1,1,female_div/dep/mar,none,1,life_insurance,45,stores,own,1,unskilled_resident,1,none,yes,good
